,Unnamed: 0,MB Genre,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
5122,5122,0,Tito Rodriguez,En La Soledad,En La Soledad,"San Juan, Puerto Rico",222.98077,7,0.305,0,0.439,-15.649,88.765,4,0.271,0.376,193.0,65.0,85.0,36.0,29.0,74.0,20.0,41.0,13.0,18.0,23.0,7.0
5123,5123,new wave,Thomas Dolby,The Golden Age Of Wireless,Windpower (2009 Digital Remaster),"Cairo, Egypt",259.18649,6,0.441,0,0.488,-11.591,128.47,4,0.758,8.15,245.0,152.0,126.0,87.0,68.0,59.0,35.0,66.0,29.0,15.0,30.0,1.0
5124,5124,classic rock,The Who,The Kids Are Alright,Anyway_ Anyhow_ Anywhere,Angleterre,169.66485,2,0.566,1,0.647,-8.302,140.66,4,0.715,0.363,130.0,73.0,43.0,8.0,11.0,20.0,12.0,34.0,39.0,24.0,4.0,0.0
5125,5125,disco,Line Renaud,Copacabana,Ne Reste Que L'Amour (Only Love),,207.04608,2,0.619,1,0.509,-13.47,76.222,4,0.141,2.276,207.0,56.0,70.0,39.0,20.0,37.0,22.0,35.0,12.0,13.0,9.0,9.0
5126,5126,0,Vilma Palma e Vampiros,Vilma Palma e Vampiros_ grandes exitos,Verano traidor,,411.97669,7,0.597,1,0.28,-7.202,102.129,4,1.0,0.242,557.0,121.0,102.0,77.0,43.0,169.0,228.0,62.0,113.0,22.0,71.0,144.0
5127,5127,latin,Roberto Roena,Apollo Sound II,Let It Rain,,177.31873,3,0.107,0,0.335,-8.404,99.494,4,0.785,0.0,144.0,89.0,98.0,37.0,47.0,41.0,26.0,37.0,23.0,33.0,42.0,13.0
5128,5128,reggae,Bob Marley & The Wailers,Kaya,Smile Jamaica,,307.61751,11,0.944,0,0.775,-8.252,146.581,1,0.0,1.035,176.0,204.0,120.0,94.0,116.0,223.0,114.0,33.0,47.0,52.0,65.0,14.0
5129,5129,pop rock,Geier Sturzflug,Mahlzeit!,Schwarzarbeit,,214.20363,6,0.282,1,0.533,-4.533,116.032,4,0.0,1.112,298.0,187.0,54.0,28.0,49.0,79.0,30.0,30.0,35.0,64.0,40.0,10.0
5130,5130,rock,Jars Of Clay,Peace Is Here: Christmas Reflections by Jars Of Clay,The Burden of Hope,"Nashville, TN",113.21424,1,0.0,0,0.0,-17.231,38.416,4,0.0,0.345,79.0,90.0,61.0,36.0,15.0,23.0,17.0,22.0,13.0,15.0,16.0,10.0
5131,5131,alternative rock,Taking Back Sunday,New Again,Catholic Knees (Album Version),"Long Island, New York",168.25424,11,0.381,1,0.53,-3.566,131.018,1,0.324,0.066,206.0,60.0,56.0,33.0,24.0,50.0,16.0,33.0,6.0,17.0,12.0,2.0
5132,5132,0,Cinder,House Full Of No Trust,Seven (Album),,167.18322,3,0.139,0,0.28,-4.183,116.064,4,0.901,0.148,156.0,35.0,87.0,44.0,24.0,53.0,10.0,35.0,9.0,8.0,23.0,8.0
5133,5133,0,Dijous Paella,Dijous Paella,Que Arribi L'Estiu,,253.93587,4,0.457,0,0.142,-5.198,103.991,4,0.745,0.0,353.0,293.0,105.0,84.0,50.0,50.0,59.0,82.0,43.0,77.0,56.0,37.0
5134,5134,blues rock,MC5,Kick Out The Jams,Intro 2/ Kick Out The Jams (LP Version),"Lincoln Park, MI",172.30322,9,0.395,1,0.56,-10.219,145.514,1,0.0,0.0,142.0,62.0,83.0,64.0,36.0,44.0,17.0,25.0,14.0,12.0,4.0,0.0
5135,5135,0,Charlie Peacock,Love Life,Forgiveness (Love Life Album Version),,295.20934,10,0.571,1,0.628,-10.813,132.758,5,0.679,0.254,313.0,90.0,84.0,46.0,52.0,107.0,21.0,29.0,18.0,22.0,18.0,3.0
5136,5136,ambient,SAF,Safizam,Recept,Gent,274.41587,2,0.39,1,0.184,-10.467,78.033,7,0.917,0.242,150.0,214.0,155.0,141.0,104.0,116.0,115.0,95.0,40.0,50.0,82.0,15.0
5137,5137,acid jazz,089 Clique feat. Minnesota Snipe & Skinny Cueball,Darkside Of M-Town,M-Town 2 M-Town,GERMANY,213.68118,9,0.0,0,0.0,-7.765,160.159,4,0.408,4.714,369.0,110.0,30.0,15.0,70.0,180.0,27.0,11.0,17.0,69.0,19.0,22.0
5138,5138,hip hop,Beatnuts featuring Tony Touch,A Musical Massacre (Explicit),Cocotaso featuring Tony Touch,,135.13098,7,0.095,1,0.406,-10.383,161.739,4,1.0,0.0,96.0,110.0,69.0,50.0,44.0,41.0,62.0,72.0,32.0,45.0,6.0,20.0
5139,5139,country,Porter Wagoner,Country Cream Volume 1,Angel Band,"West Plains, MO",152.34567,4,0.922,1,0.839,-14.761,136.129,4,0.0,0.0,166.0,42.0,28.0,45.0,29.0,34.0,8.0,49.0,4.0,10.0,18.0,10.0
5140,5140,black metal,Belphegor,Bondage Goat Zombie,The Sukkubus Lustrate,"SANTA ANA, California",178.15465,2,0.015,1,0.282,-1.493,120.026,3,0.23,2.467,240.0,94.0,16.0,18.0,2.0,0.0,1.0,43.0,8.0,3.0,0.0,0.0
5141,5141,rock,Ray Davies,The Kinks Choral Collection By Ray Davies and The Crouch End Festival Chorus,See My Friends,"Muswell Hill, London, England",222.79791,4,0.773,1,0.694,-15.646,106.895,4,0.63,2.397,245.0,53.0,51.0,30.0,33.0,26.0,6.0,30.0,6.0,10.0,6.0,5.0
5142,5142,pop,John Holt,1000 Volts Of Holt,I'll Take A Melody,"Kingston, Jamaica",225.07057,6,0.836,1,0.543,-16.582,165.183,4,0.0,0.322,301.0,79.0,35.0,40.0,41.0,102.0,10.0,70.0,25.0,29.0,22.0,7.0
5143,5143,0,Kim English,My Destiny,Love That Jazz (Basements Boys Album Vers),,198.73914,7,0.015,1,0.381,-6.735,125.008,4,1.0,0.141,87.0,139.0,113.0,65.0,81.0,101.0,96.0,97.0,35.0,51.0,61.0,16.0
5144,5144,avant-garde metal,Steve Vai,Live In London,The Attitude Song,"Carle Place, New York",693.57669,2,0.412,1,0.476,-5.185,116.055,1,0.566,0.0,390.0,392.0,297.0,134.0,106.0,113.0,79.0,116.0,56.0,44.0,15.0,9.0
5145,5145,contemporary r&b,Jennifer Lopez,J.Lo,Ain't It Funny,"The Bronx, New York",246.20363,2,0.542,1,0.484,-4.821,99.831,4,0.884,0.874,399.0,165.0,147.0,19.0,32.0,49.0,69.0,30.0,40.0,30.0,24.0,5.0
5146,5146,hip hop,Outerspace,Blood And Ashes,Fire and Ice,"Philadelphia, PA",242.78159,7,0.296,1,0.56,-4.974,96.716,4,1.0,0.221,209.0,146.0,64.0,54.0,127.0,85.0,98.0,69.0,32.0,18.0,77.0,74.0
5147,5147,0,J. Peter Robinson,The World's Fastest Indian,Jake,,161.59302,0,0.381,0,0.624,-17.319,159.973,4,0.459,0.0,172.0,46.0,21.0,42.0,21.0,34.0,6.0,32.0,26.0,5.0,5.0,6.0
5148,5148,pop,Brian Littrell,Welcome Home,Wish,"Lexington, KY",236.45995,7,0.671,1,0.779,-6.288,98.937,4,0.775,0.195,280.0,33.0,89.0,44.0,24.0,42.0,14.0,53.0,5.0,23.0,3.0,14.0
5149,5149,0,Mr.De',Renaissance,The Vine,,246.72608,11,0.278,0,0.484,-11.429,130.002,4,0.976,0.363,189.0,102.0,148.0,125.0,70.0,82.0,42.0,117.0,52.0,58.0,21.0,9.0
5150,5150,rock,Wade Ray,Trains & Cars - A Trip To Rock 'n' Roll Vol. 1,Idaho Red,,135.78404,3,0.553,1,0.569,-9.713,171.527,4,0.0,0.252,89.0,67.0,72.0,76.0,42.0,46.0,22.0,43.0,27.0,14.0,46.0,8.0
5151,5151,gospel,Daryl Coley,Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII,Standing On The Promises (Palmore) (Beyond The Veil Album Version),"San Francisco, CA",352.88771,0,0.825,1,0.735,-8.078,85.563,5,0.317,0.27,371.0,136.0,85.0,78.0,47.0,46.0,35.0,48.0,17.0,9.0,10.0,12.0
5152,5152,electro,Boogie Pimps Feat. Steve Brookstein,Promised Land (The German Remixes),Promised Land,,322.53342,6,0.437,0,0.398,-5.094,83.345,1,1.0,0.0,291.0,241.0,70.0,111.0,67.0,127.0,68.0,65.0,136.0,82.0,192.0,133.0
5153,5153,reggae,Delroy Wilson,The Mighty Two 'In Memoriam',Baby I Need Your Loving,"Kingston, Jamaica",150.36036,0,0.115,1,0.197,-10.091,136.032,4,0.806,0.0,126.0,98.0,57.0,42.0,57.0,47.0,16.0,61.0,24.0,25.0,9.0,56.0
5154,5154,hip hop,Fuzz,Dirty District,Big Fella,Arizona,168.85506,7,0.209,1,0.331,-4.127,110.106,5,1.0,0.0,173.0,138.0,49.0,28.0,25.0,23.0,22.0,29.0,31.0,52.0,67.0,108.0
5155,5155,classical,Orlando Pops Orchestra,Classic Western Themes Vol. 1,The Yellow Rose Of Texas (From Giants),,265.82159,10,0.893,1,0.792,-15.817,102.04,4,1.0,0.177,312.0,17.0,46.0,38.0,28.0,137.0,8.0,47.0,16.0,9.0,14.0,0.0
5156,5156,0,Finest Dearest,Finest Dearest,Tunnel Vision,,294.00771,0,0.038,0,0.488,-7.21,84.679,4,0.304,2.299,533.0,52.0,45.0,22.0,11.0,78.0,13.0,46.0,34.0,3.0,23.0,3.0
5157,5157,flamenco,Estopa,X Anniversarivm,Me Falta El Aliento,,226.5073,0,0.402,1,0.453,-4.872,170.739,3,0.86,0.0,284.0,106.0,62.0,46.0,54.0,97.0,51.0,64.0,12.0,19.0,7.0,19.0
5158,5158,alternative punk,Arctic Monkeys,Whatever People Say I Am_ That's What I'm Not,Fake Tales Of San Francisco,"Sheffield, South Yorkshire, Engla",177.94567,7,0.01,1,0.327,-4.385,127.294,4,0.427,0.072,133.0,46.0,129.0,37.0,18.0,40.0,9.0,30.0,7.0,96.0,22.0,30.0
5159,5159,easy listening,David Arkenstone,20 Years Of Narada Piano,First Kiss,Tennessee,205.11302,4,0.862,1,0.698,-19.834,73.162,5,1.0,0.16,212.0,10.0,21.0,17.0,21.0,39.0,2.0,35.0,3.0,7.0,4.0,10.0
5160,5160,latin,Barbarito Diez,La Leyenda Viva!!! La Verdadera Historia,Bajo Un Palmar,,176.69179,5,0.763,1,0.652,-9.604,121.658,4,1.0,0.0,196.0,76.0,84.0,46.0,41.0,49.0,9.0,22.0,18.0,20.0,29.0,17.0
5161,5161,big band,Quincy Jones,Take Five,Stormy Weather,"Chicago, IL",196.04853,8,0.764,1,0.563,-12.182,72.117,3,1.0,0.224,141.0,84.0,56.0,39.0,34.0,28.0,27.0,23.0,23.0,24.0,20.0,15.0
5162,5162,pop,Edgar Bori,Bori,Les choses,Montreal,309.002,5,0.397,0,0.415,-14.606,116.139,4,0.165,0.39,444.0,85.0,93.0,93.0,44.0,130.0,39.0,51.0,13.0,3.0,10.0,10.0
5163,5163,dubstep,Benga,Diary Of An Afro Warrior,Zero M2,"London, United Kingdom",233.16853,2,0.83,1,0.428,-11.357,139.994,4,0.794,0.0,335.0,64.0,42.0,60.0,186.0,97.0,22.0,52.0,19.0,1.0,0.0,0.0
5164,5164,0,London Theatre Orchestra,50 Broadway Showstoppers,Maria ( From The Sound Of Music),,160.70485,0,0.401,0,0.516,-15.798,75.768,3,0.557,2.508,102.0,83.0,41.0,32.0,16.0,21.0,19.0,17.0,14.0,6.0,3.0,11.0
5165,5165,cumbia,Selena,Unforgettable,Las Cadenas(Live) (2005 re-mastering) (Live),Texas,99.57832,8,0.136,1,0.492,-8.936,197.352,4,0.0,0.0,73.0,76.0,50.0,55.0,50.0,26.0,39.0,18.0,22.0,30.0,15.0,3.0
5166,5166,alternative rock,Snow Patrol,Eyes Open,In My Arms,"Dundee, Scotland",276.68853,0,0.397,1,0.405,-5.098,84.595,5,0.521,0.243,442.0,141.0,67.0,163.0,28.0,24.0,11.0,44.0,8.0,43.0,13.0,3.0
5167,5167,latin,Obie Bermudez,Solo Exitos,Celos,,220.78649,10,0.532,0,0.575,-7.209,109.23,4,0.537,0.633,293.0,106.0,122.0,51.0,48.0,76.0,44.0,80.0,30.0,83.0,39.0,3.0
5168,5168,pop,Irwin Goodman,Keisari Irwin,Kopla ja kummisetä,Hämeenlinna,184.5024,4,0.333,0,0.383,-7.57,184.154,4,0.0,5.265,210.0,103.0,115.0,63.0,55.0,60.0,25.0,66.0,13.0,22.0,6.0,13.0
5169,5169,reggae,Baby Rasta & Gringo,Sentenciados - Platinum Edition,Esto Es Real,,219.95057,4,0.381,1,0.425,-8.441,192.013,4,0.992,0.0,284.0,141.0,74.0,43.0,44.0,57.0,37.0,52.0,16.0,20.0,135.0,102.0
5170,5170,ambient,Kitaro,Kitaro Osaka-Jo Hall Live in 1983,The Mist,"Toyohashi, Japan",428.72118,0,0.456,1,0.596,-20.911,104.323,4,0.058,2.003,519.0,10.0,75.0,19.0,61.0,106.0,3.0,28.0,3.0,42.0,0.0,15.0
5171,5171,post-hardcore,Emery,In Shallow Seas We Sail,Dear Death Part 2,South Carolina,186.51383,1,0.439,1,0.55,-3.122,175.911,4,1.0,0.0,161.0,38.0,32.0,10.0,24.0,49.0,6.0,51.0,29.0,46.0,13.0,0.0
5172,5172,folk,Alexis HK,Les Affranchis,La paix des étoiles,,202.94485,4,0.217,0,0.446,-12.489,109.024,4,0.792,0.0,277.0,47.0,45.0,66.0,114.0,32.0,9.0,76.0,1.0,25.0,7.0,29.0
5173,5173,glam,Pretty Boy Floyd,The Ultimate Pretty Boy Floyd,Gangster Of Love,California - LA,219.24526,5,0.634,1,0.484,-10.844,97.395,4,0.803,0.316,232.0,72.0,61.0,16.0,39.0,74.0,14.0,32.0,16.0,34.0,23.0,19.0
5174,5174,electro,Major Lazer / Vybz Kartel / Afrojack,Pon De Floor,Pon De Floor,Philadelphia PA,187.0624,9,0.234,0,0.266,-7.098,84.525,3,1.0,0.084,93.0,136.0,108.0,64.0,45.0,61.0,57.0,77.0,63.0,84.0,27.0,15.0
5175,5175,experimental,Tin Hat Trio,The Rodeo Eroded,Rubies_ Pearls_ And Emeralds,,292.04853,4,0.758,0,0.784,-14.188,167.915,4,0.055,0.699,343.0,59.0,105.0,59.0,62.0,81.0,20.0,101.0,13.0,38.0,7.0,44.0
5176,5176,rock,Seven Mary Three,Backbooth,Hammer & a Stone,,283.16689,0,0.599,1,0.704,-13.852,140.666,4,0.27,0.0,390.0,50.0,48.0,62.0,160.0,113.0,5.0,77.0,4.0,23.0,0.0,5.0
5177,5177,alternative rock,The Temper Trap,Nu Disco '10,Sweet Disposition,"Melbourne, Victoria, Australia",232.75057,2,0.121,1,0.462,-5.126,128.962,4,0.861,0.0,315.0,241.0,71.0,68.0,46.0,129.0,68.0,15.0,25.0,20.0,10.0,1.0
5178,5178,non-music,John Debney,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),Dad Apologizes,,193.51465,0,0.828,1,0.813,-25.671,110.464,4,1.0,0.325,157.0,34.0,29.0,29.0,31.0,45.0,25.0,48.0,12.0,15.0,4.0,1.0
5179,5179,pop,Helen Love,Ahead Of The Race,Rollercoasting,"Cardiff, Wales",174.602,8,0.711,1,0.689,-11.943,99.809,4,0.954,0.304,176.0,61.0,68.0,53.0,10.0,46.0,9.0,81.0,72.0,10.0,28.0,17.0
5180,5180,pop,Jay & The Americans,Come A Little Bit Closer,Livin' Above Your Head,"New York, NY",174.68036,0,0.055,1,0.417,-10.935,124.521,4,0.0,0.484,216.0,56.0,104.0,33.0,36.0,89.0,13.0,42.0,2.0,8.0,1.0,4.0
5181,5181,dancehall,Tanto Metro & Devonte,Everyone Falls In Love,Know Your Friends,,221.23057,1,0.897,0,0.824,-10.69,180.132,4,0.826,2.74,204.0,167.0,45.0,65.0,38.0,33.0,32.0,65.0,56.0,182.0,95.0,16.0
5182,5182,pop,Indica,Valokeilojen vampyyri,Valokeilojen vampyyri,Finland,210.49424,2,0.115,1,0.436,-4.27,183.897,3,0.912,0.437,291.0,145.0,33.0,11.0,20.0,44.0,17.0,22.0,15.0,38.0,44.0,30.0
5183,5183,breakbeat,Sunscreem,Renaissance The Classics,Perfect Motion,"Essex, England",590.15791,9,0.045,0,0.36,-9.59,125.055,4,1.0,3.14,558.0,178.0,885.0,92.0,162.0,103.0,63.0,93.0,92.0,361.0,18.0,14.0
5184,5184,country,Deborah Allen,That Good Old Gospel Music_ Volume 1,In The Sweet By And By,"Memphis, TN",172.48608,9,0.854,1,0.791,-15.581,89.972,3,1.0,0.34,167.0,51.0,40.0,33.0,18.0,43.0,12.0,35.0,10.0,7.0,9.0,7.0
5185,5185,0,Kiprich,Riddim Driven - Bad Bargain,Dash Way Belly,,188.99546,2,0.256,1,0.286,-6.734,176.022,4,0.711,0.0,267.0,94.0,140.0,74.0,60.0,59.0,64.0,66.0,67.0,54.0,17.0,21.0
5186,5186,britpop,Coldplay,Speed Of Sound,Speed Of Sound (Live),,285.04771,11,0.687,0,0.647,-5.367,122.94,4,1.0,0.345,373.0,102.0,81.0,37.0,28.0,38.0,27.0,36.0,27.0,22.0,36.0,37.0
5187,5187,blues,Casey Bill Weldon,Casey Bill Weldon Vol. 2 1936-1937,I'se Just A Bad Luck Man,Arkansas,202.78812,10,0.691,1,0.501,-17.7,88.154,1,0.0,0.438,113.0,94.0,58.0,69.0,55.0,66.0,16.0,24.0,38.0,37.0,12.0,0.0
5188,5188,bebop,Carmen Y Laura,The Complete Discos Ideal Recordings_ Vol. 1,Destino Ingrato,,174.70649,7,0.737,1,0.653,-10.274,85.216,1,0.0,0.0,122.0,31.0,79.0,57.0,54.0,39.0,27.0,30.0,5.0,80.0,6.0,12.0
5189,5189,alternative rock,Kaizers Orchestra,Evig Pint,Container,"Bergen, Norway",139.88526,11,0.127,1,0.33,-4.894,137.766,4,0.085,0.281,96.0,51.0,81.0,108.0,9.0,46.0,15.0,8.0,13.0,1.0,1.0,5.0
5190,5190,alternative rock,Aiden,From Hell...With Love,We Sleep Forever [Live],"Seattle, Washington",281.46893,9,0.0,0,0.107,-7.215,138.417,5,0.791,0.0,247.0,95.0,65.0,50.0,36.0,68.0,37.0,49.0,36.0,20.0,3.0,7.0
5191,5191,country,Grandpa Jones,Country Music Hall Of Fame Series: Grandpa Jones,All American Boy,"Niagra, KY",159.60771,4,0.662,1,0.607,-11.868,177.752,4,0.385,0.427,163.0,65.0,63.0,53.0,36.0,47.0,28.0,70.0,27.0,32.0,36.0,23.0
5192,5192,deep house,Miguel Migs,Colorful You,The One,"San Francisco, CA",284.60363,11,0.252,0,0.432,-6.308,104.988,4,0.664,0.084,334.0,76.0,190.0,88.0,19.0,45.0,130.0,31.0,81.0,13.0,36.0,1.0
5193,5193,breakcore,Schizoid,Static Dynamics,Ruby Marlowe,,260.23138,1,0.164,1,0.159,-17.838,96.366,3,1.0,4.992,95.0,43.0,20.0,29.0,13.0,25.0,11.0,11.0,18.0,9.0,9.0,5.0
5194,5194,alternative rock,Kevin Max,Holy Night,I Saw Three Ships,"LOS ANGELES, CALIFORNIA",113.00526,8,0.347,1,0.494,-11.333,114.209,3,1.0,0.996,103.0,29.0,25.0,28.0,4.0,37.0,1.0,27.0,27.0,5.0,28.0,0.0
5195,5195,contemporary jazz,Charlie Byrd,The Best of the Jazz Guitar,Chim Chim Cheree,"Chuckatuck, VA",471.43138,11,0.468,1,0.419,-17.502,82.039,1,0.206,0.4,385.0,317.0,248.0,245.0,191.0,145.0,107.0,121.0,130.0,55.0,58.0,18.0
5196,5196,0,Bloc Party,Sellout Sessions 03,One More Chance,"London, England",166.26893,9,0.536,0,0.437,-6.78,127.154,4,0.747,0.0,178.0,75.0,91.0,34.0,84.0,64.0,97.0,62.0,32.0,23.0,20.0,3.0
5197,5197,0,George Huff,My Christmas EP!,Have Yourself A Merry Little Christmas (LP Version),,249.49506,7,0.61,1,0.684,-11.08,183.205,3,0.829,0.334,266.0,68.0,70.0,25.0,27.0,41.0,17.0,31.0,16.0,15.0,8.0,20.0
5198,5198,contemporary r&b,Usher,Raymond v Raymond,Hey Daddy (Daddy's Home),"Atlanta, GA",224.10404,11,0.372,1,0.414,-4.328,95.998,4,1.0,0.0,311.0,73.0,65.0,78.0,39.0,65.0,22.0,29.0,29.0,8.0,20.0,17.0
5199,5199,ballad,Midge Ure,Move Me+,Four,"Glasgow, Scotland",287.52934,2,0.56,1,0.544,-4.727,97.982,4,0.373,0.316,494.0,151.0,99.0,112.0,55.0,78.0,41.0,79.0,45.0,38.0,13.0,17.0
5200,5200,0,Vickie Winans,Vicki Winans,Stand Up and Praise Him,,299.36281,5,0.375,0,0.512,-8.375,113.894,4,0.456,0.0,371.0,124.0,112.0,93.0,88.0,152.0,46.0,51.0,29.0,16.0,52.0,34.0
5201,5201,experimental,Tin Hat Trio,The Rodeo Eroded,Willow Weep For Me (With Willie Nelson),,276.58404,5,0.747,1,0.565,-12.614,91.681,3,0.828,0.723,336.0,85.0,90.0,42.0,63.0,110.0,22.0,24.0,25.0,25.0,30.0,12.0
5202,5202,hard rock,Spinal Tap,Back From the Dead,Big Bottom,,218.20036,10,0.021,1,0.45,-7.643,112.06,4,0.0,0.0,251.0,133.0,59.0,18.0,24.0,49.0,41.0,26.0,33.0,52.0,50.0,13.0
5203,5203,avant-garde,Negura Bunget,OM,Al Doilea Om,Timişoara,123.66322,2,0.026,1,0.423,-19.586,127.719,4,0.0,2.09,92.0,28.0,1.0,0.0,1.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0
5204,5204,ambient,Atman,Eternal Dance II,Govinda,,394.86649,6,0.011,1,0.347,-8.595,125.374,5,0.711,5.108,700.0,135.0,176.0,143.0,109.0,202.0,71.0,65.0,41.0,18.0,32.0,60.0
5205,5205,classical,Alexandre Desplat,The Ghost Writer,Hidden Documents,,128.62649,5,0.02,1,0.467,-30.18,91.954,4,0.466,0.113,92.0,7.0,9.0,1.0,33.0,99.0,11.0,6.0,0.0,40.0,0.0,0.0
5206,5206,black metal,Emperor,Anthems To The Welkin At Dusk,Al Svartr (The Oath),Norway,258.35057,4,0.016,0,0.589,-11.164,116.171,7,0.9,0.461,353.0,40.0,18.0,11.0,15.0,18.0,9.0,27.0,5.0,4.0,0.0,0.0
5207,5207,alternative rock,The Smashing Pumpkins,Rotten Apples_ The Smashing Pumpkins Greatest Hits,Real Love,"Chicago, IL",249.62567,2,0.412,1,0.418,-4.673,152.999,4,1.0,0.16,121.0,60.0,50.0,63.0,23.0,44.0,15.0,24.0,15.0,6.0,4.0,0.0
5208,5208,country rock,Patty Griffin,Flaming Red,Flaming Red,"Old Town, ME",134.05995,10,0.105,0,0.53,-6.376,124.794,4,0.697,0.403,108.0,30.0,44.0,44.0,18.0,53.0,6.0,24.0,18.0,16.0,5.0,1.0
5209,5209,ballad,Rihanna,We Ride,We Ride,"St Michael, Barbados ",237.87057,5,0.158,0,0.453,-6.131,99.989,1,1.0,0.334,252.0,128.0,69.0,83.0,69.0,80.0,73.0,63.0,62.0,7.0,32.0,12.0
5210,5210,alternative rock,Oceansize,New Pin,New Pin (edit),"Manchester, England",249.93914,2,0.355,1,0.411,-8.08,118.049,4,0.759,1.007,397.0,131.0,123.0,77.0,58.0,90.0,35.0,28.0,17.0,5.0,13.0,10.0
5211,5211,footwork,Head Horny's,Pray - Single,Pray (Instrumental Version),,392.56771,1,0.478,1,0.418,-9.405,148.14,4,0.34,0.0,1219.0,554.0,72.0,77.0,31.0,110.0,24.0,71.0,37.0,117.0,192.0,41.0
5212,5212,0,Daan Junior,Dim sa w vle,Tout moun sou do,,413.49179,11,0.018,0,0.339,-5.366,96.005,4,1.0,0.125,400.0,207.0,94.0,228.0,122.0,119.0,70.0,107.0,141.0,67.0,100.0,82.0
5213,5213,0,The Winans,Great Family of Gospel,This Train,"Detroit, MI",238.65424,0,0.049,1,0.307,-8.071,105.99,4,0.893,3.413,156.0,142.0,102.0,104.0,228.0,60.0,68.0,44.0,17.0,20.0,23.0,24.0
5214,5214,dancehall,Beenie Man,Soca Rumble in the Cave,Million Gal,"Kingston, Jamaica",200.09751,11,0.591,0,0.279,-9.708,95.697,4,1.0,0.363,203.0,131.0,112.0,103.0,54.0,153.0,50.0,42.0,68.0,40.0,67.0,26.0
5215,5215,big band,Jackie Davis,Ultra-Lounge / Organs In Orbit  Volume Eleven,Love Is Just Around The Corner (1996 Digital Remaster),"Jacksonville, FL",166.39955,0,0.208,0,0.934,-16.422,134.3,4,0.0,0.397,218.0,117.0,74.0,82.0,49.0,71.0,23.0,48.0,20.0,9.0,13.0,9.0
5216,5216,latin,Johnny Pacheco,Early Rhythms,Mi Musica Es Para Ti - Original,"Santiago de los Caballeros, Domin",183.35302,0,0.296,0,0.312,-13.266,116.862,4,0.405,0.15,160.0,85.0,60.0,75.0,31.0,69.0,19.0,29.0,24.0,12.0,16.0,36.0
5217,5217,punk,Mighty Mighty Bosstones,More Noise And Other Disturbances,They Came To Boston,"Boston, MA",211.33016,9,0.721,1,0.65,-9.944,205.559,1,0.0,0.351,193.0,141.0,54.0,71.0,17.0,32.0,15.0,77.0,52.0,67.0,69.0,6.0
5218,5218,0,Glad,The A Capella Project II,My Jesus_ I Love Thee,,211.69587,2,0.126,1,0.54,-16.705,52.464,7,0.925,1.221,104.0,24.0,25.0,17.0,12.0,30.0,6.0,10.0,7.0,7.0,15.0,1.0
5219,5219,0,Orlando Pops Orchestra,50 Best Of Big Band,Strangers In The Night,,207.67302,11,0.582,1,0.632,-11.954,80.188,1,0.714,3.262,241.0,35.0,30.0,29.0,21.0,55.0,17.0,44.0,14.0,1.0,7.0,11.0
5220,5220,jazz,Gerald Clayton,Two-Shade,Two Heads One Pillow,,384.15628,10,0.249,1,0.189,-14.153,95.938,1,0.018,0.149,532.0,219.0,153.0,129.0,72.0,86.0,67.0,98.0,72.0,62.0,43.0,45.0
5221,5221,hip hop,Pyranja,Nie Wieder,Nie Wieder (Live Version),,167.54893,4,0.449,0,0.374,-5.907,68.86,1,0.996,0.258,194.0,113.0,51.0,75.0,44.0,35.0,31.0,38.0,16.0,9.0,15.0,42.0
5222,5222,hardcore punk,Sick Of It All,Live In A Dive,Sanctuary,Virginia,109.00853,7,0.056,1,0.535,-3.904,196.327,4,0.0,0.0,109.0,29.0,45.0,20.0,28.0,38.0,20.0,35.0,9.0,9.0,4.0,6.0
5223,5223,rock,Van Gelder,Saints & Sinners,Saints & Sinners,,474.61832,9,0.529,0,0.444,-7.234,209.752,4,0.0,0.0,904.0,736.0,444.0,100.0,72.0,99.0,20.0,59.0,166.0,86.0,43.0,26.0
5224,5224,indian pop,Naseebo Lal,Dukhi Dil Mera,Pehle To Kabhi Gham Tha,,398.0273,11,0.062,0,0.365,-12.411,88.014,3,0.67,2.136,468.0,395.0,212.0,102.0,63.0,106.0,105.0,68.0,53.0,69.0,144.0,65.0
5225,5225,conscious hip hop,Blackalicious,The Craft,World Of Vibrations (Album Version),"Davis, CA",302.94159,8,0.309,1,0.334,-7.625,116.682,5,1.0,0.374,294.0,183.0,99.0,116.0,90.0,67.0,70.0,113.0,44.0,33.0,31.0,12.0
5226,5226,ballad,John Davis & Emma Doyle,Santa Claus Is Coming To Town,Mary's Boy Child,Pennsylvania,184.86812,4,0.743,1,0.7,-13.751,120.026,4,0.241,0.508,324.0,12.0,27.0,91.0,41.0,46.0,0.0,89.0,45.0,0.0,32.0,0.0
