MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
pop,208.50893,9,0.558,1,0.669,-21.716,93.542,4,0.363,0.363,200.0,53.0,67.0,81.0,22.0,85.0,15.0,48.0,19.0,26.0,31.0,1.0
jazz,225.04444,1,0.848,1,0.753,-23.15,100.893,4,0.544,3.152,174.0,10.0,18.0,15.0,21.0,69.0,6.0,64.0,14.0,18.0,22.0,0.0
ballad,207.62077,0,0.752,1,0.546,-5.116,96.002,5,1.0,0.313,362.0,55.0,60.0,13.0,32.0,57.0,33.0,64.0,8.0,24.0,2.0,16.0
blues,101.77261,10,0.32,1,0.36,-10.283,161.728,4,1.0,0.0,70.0,34.0,42.0,66.0,62.0,13.0,33.0,42.0,15.0,1.0,6.0,0.0
punk,159.55546,4,0.556,0,0.305,-9.848,105.29,4,0.982,0.0,179.0,78.0,52.0,60.0,61.0,32.0,19.0,30.0,12.0,24.0,8.0,13.0
electro,142.52363,5,0.354,0,0.287,-10.596,229.808,4,1.0,0.143,333.0,121.0,36.0,31.0,28.0,59.0,9.0,20.0,9.0,14.0,62.0,7.0
hip hop,44.2771,2,0.086,1,0.237,-20.656,70.123,1,0.514,0.0,30.0,28.0,13.0,14.0,8.0,7.0,7.0,10.0,8.0,5.0,11.0,2.0
ambient,256.02567,9,0.578,0,0.7,-5.648,88.02,1,0.439,0.067,437.0,19.0,114.0,23.0,78.0,103.0,2.0,38.0,0.0,192.0,2.0,38.0
alternative rock,198.47791,5,0.779,0,0.645,-5.636,149.492,1,0.526,0.183,349.0,76.0,42.0,40.0,66.0,36.0,25.0,18.0,12.0,6.0,10.0,11.0
rock,914.02404,7,0.548,1,0.548,-7.329,107.433,3,0.413,0.0,680.0,395.0,621.0,193.0,216.0,182.0,143.0,185.0,179.0,295.0,105.0,77.0
gospel,84.11383,1,0.781,1,0.627,-21.669,100.399,4,1.0,0.168,75.0,59.0,34.0,17.0,4.0,14.0,20.0,38.0,24.0,11.0,11.0,2.0
blues,180.87138,11,0.382,1,0.436,-5.959,137.549,1,0.064,0.492,98.0,139.0,70.0,47.0,45.0,49.0,31.0,33.0,36.0,17.0,25.0,8.0
electronic,513.43628,9,0.061,0,0.323,-4.003,137.896,4,0.396,4.574,258.0,366.0,795.0,31.0,96.0,131.0,52.0,110.0,67.0,150.0,59.0,18.0
ambient,261.95546,9,0.771,0,0.693,-9.559,106.009,4,0.729,0.188,418.0,25.0,130.0,42.0,30.0,122.0,6.0,44.0,3.0,22.0,0.0,18.0
alternative rock,183.27465,10,0.243,1,0.305,-3.177,163.604,4,0.424,0.101,172.0,69.0,82.0,24.0,56.0,76.0,39.0,36.0,16.0,31.0,23.0,0.0
contemporary christian,269.06077,8,0.593,1,0.678,-10.925,150.049,4,0.51,0.0,297.0,78.0,105.0,93.0,40.0,70.0,12.0,71.0,50.0,35.0,42.0,7.0
pop,239.15057,6,0.892,1,0.783,-8.815,133.18,4,0.297,0.348,212.0,48.0,71.0,45.0,39.0,91.0,14.0,47.0,25.0,18.0,21.0,3.0
latin,327.67955,11,0.25,0,0.406,-7.337,176.113,4,0.277,0.218,477.0,193.0,153.0,130.0,130.0,95.0,83.0,116.0,57.0,56.0,21.0,18.0
dancehall,179.09506,10,0.26,0,0.568,-7.91,127.839,3,1.0,0.0,229.0,92.0,96.0,57.0,56.0,124.0,33.0,43.0,36.0,18.0,33.0,10.0
soul,141.19138,8,0.65,1,0.556,-9.56,91.704,4,0.792,0.0,75.0,47.0,66.0,97.0,25.0,54.0,12.0,38.0,73.0,20.0,57.0,20.0
blues,180.03546,3,0.03,1,0.407,-19.24,153.765,4,0.858,0.2,241.0,87.0,45.0,26.0,17.0,15.0,51.0,103.0,40.0,11.0,7.0,0.0
latin,144.90077,11,0.491,0,0.481,-10.715,164.192,4,0.751,0.131,122.0,74.0,53.0,79.0,50.0,59.0,24.0,56.0,25.0,9.0,11.0,13.0
pop,198.86975,0,0.588,0,1.0,-13.637,107.087,4,0.961,5.01,205.0,50.0,82.0,37.0,23.0,55.0,20.0,57.0,17.0,1.0,8.0,2.0
electronic,366.28853,9,0.572,0,0.585,-13.018,131.948,4,0.04,0.113,547.0,88.0,179.0,64.0,139.0,189.0,37.0,42.0,11.0,102.0,8.0,14.0
classical,177.42322,5,0.595,0,0.652,-21.011,170.024,4,0.941,3.001,171.0,23.0,33.0,12.0,17.0,16.0,3.0,11.0,6.0,4.0,13.0,0.0
pop,300.14649,6,0.548,0,0.581,-5.693,137.804,4,0.862,0.072,385.0,208.0,151.0,111.0,7.0,77.0,25.0,42.0,25.0,7.0,11.0,34.0
blues,248.78975,1,0.754,1,0.597,-7.805,116.721,4,0.522,0.183,191.0,33.0,121.0,47.0,72.0,60.0,27.0,83.0,31.0,80.0,77.0,0.0
ballad,289.38404,11,0.476,1,0.475,-3.573,117.362,4,1.0,0.874,249.0,120.0,99.0,91.0,36.0,105.0,30.0,85.0,68.0,27.0,50.0,23.0
hip hop,244.63628,6,0.848,1,0.533,-6.523,91.987,4,1.0,0.333,191.0,203.0,90.0,47.0,42.0,56.0,37.0,66.0,40.0,62.0,101.0,34.0
heavy metal,225.59302,9,0.012,1,0.274,-3.883,210.124,4,0.362,0.0,228.0,92.0,10.0,33.0,20.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0
blues,333.322,10,0.385,1,0.627,-8.301,73.545,3,0.342,3.111,380.0,77.0,97.0,76.0,22.0,111.0,20.0,82.0,39.0,17.0,29.0,1.0
electro,217.41669,1,0.329,1,0.249,-7.041,107.185,4,1.0,0.147,130.0,155.0,122.0,115.0,95.0,142.0,62.0,31.0,29.0,29.0,25.0,22.0
gospel,151.40526,4,0.762,1,0.673,-25.26,93.773,3,0.763,0.0,129.0,99.0,72.0,53.0,30.0,48.0,19.0,33.0,20.0,17.0,28.0,14.0
blues,160.26077,2,0.557,1,0.544,-12.009,88.301,1,0.177,0.427,152.0,56.0,67.0,71.0,36.0,49.0,19.0,55.0,14.0,7.0,9.0,3.0
punk,220.08118,0,0.465,1,0.456,-13.308,120.984,4,1.0,4.284,202.0,100.0,51.0,46.0,129.0,237.0,23.0,46.0,15.0,59.0,1.0,4.0
hard rock,213.31546,7,0.058,1,0.386,-11.982,132.43,4,0.587,0.0,360.0,35.0,77.0,19.0,39.0,26.0,14.0,55.0,6.0,5.0,0.0,3.0
blues rock,157.46567,9,0.899,1,0.48,-5.074,125.295,4,0.355,0.323,102.0,81.0,127.0,25.0,9.0,33.0,29.0,44.0,21.0,13.0,0.0,1.0
alternative metal,415.81669,0,0.371,1,0.356,-9.306,131.272,4,0.59,0.0,400.0,217.0,116.0,153.0,119.0,51.0,5.0,22.0,9.0,5.0,2.0,0.0
indie rock,268.95628,9,0.14,1,0.633,-6.621,106.002,4,0.62,1.332,437.0,35.0,15.0,22.0,52.0,78.0,8.0,33.0,13.0,5.0,11.0,0.0
indie rock,170.55302,9,0.747,1,0.49,-10.674,164.828,4,0.8,0.0,195.0,70.0,61.0,43.0,31.0,30.0,20.0,49.0,29.0,14.0,12.0,29.0
easy listening,191.63383,0,0.143,1,0.398,-14.286,65.852,4,0.742,0.0,168.0,85.0,36.0,32.0,25.0,53.0,38.0,33.0,14.0,3.0,2.0,3.0
punk,132.44036,0,0.601,0,0.631,-7.554,126.274,4,1.0,0.232,102.0,31.0,74.0,39.0,18.0,64.0,9.0,16.0,7.0,6.0,6.0,3.0
dancehall,182.07302,7,0.013,1,0.137,-6.94,184.012,4,1.0,0.0,242.0,107.0,56.0,68.0,65.0,103.0,56.0,116.0,32.0,18.0,48.0,10.0
jazz,296.12363,2,0.196,0,0.325,-22.34,69.147,4,0.578,0.525,127.0,19.0,38.0,118.0,95.0,55.0,5.0,87.0,34.0,8.0,3.0,5.0
blues,208.48281,8,0.588,1,0.499,-8.066,117.947,4,1.0,0.09,296.0,97.0,158.0,65.0,42.0,28.0,64.0,56.0,33.0,26.0,20.0,5.0
jazz,217.49506,7,0.756,1,0.579,-23.69,86.39,4,0.403,0.374,163.0,10.0,48.0,19.0,26.0,40.0,6.0,28.0,6.0,20.0,11.0,9.0
hip hop,245.28934,11,0.542,0,0.55,-7.534,100.415,4,1.0,0.0,187.0,174.0,91.0,84.0,59.0,75.0,57.0,44.0,66.0,62.0,47.0,22.0
ambient,29.54404,6,0.208,1,0.428,-11.494,95.225,3,0.393,0.0,16.0,26.0,16.0,7.0,2.0,23.0,16.0,2.0,3.0,0.0,0.0,0.0
alternative rock,126.87628,7,0.001,1,0.182,-6.962,173.221,4,0.934,0.0,122.0,100.0,73.0,68.0,47.0,42.0,28.0,43.0,33.0,37.0,16.0,17.0
black metal,239.90812,4,1.0,0,0.803,-4.732,120.052,4,1.0,0.13,389.0,33.0,74.0,41.0,27.0,7.0,4.0,71.0,11.0,5.0,0.0,7.0
classical,201.89995,7,0.307,1,0.274,-16.398,124.748,4,0.643,0.0,137.0,83.0,57.0,58.0,51.0,31.0,33.0,34.0,20.0,24.0,20.0,21.0
ambient,594.99057,0,0.923,1,0.752,-6.412,120.002,4,0.806,0.38,1148.0,840.0,91.0,197.0,464.0,201.0,187.0,82.0,91.0,215.0,221.0,88.0
indie rock,199.28771,7,0.785,1,0.589,-2.3,123.026,4,0.119,0.0,243.0,16.0,132.0,30.0,24.0,56.0,13.0,50.0,23.0,25.0,0.0,1.0
contemporary r&b,313.7824,7,0.351,1,0.507,-10.627,152.879,4,1.0,0.0,231.0,132.0,166.0,93.0,108.0,78.0,72.0,81.0,22.0,42.0,23.0,23.0
blues,111.80363,7,1.0,1,1.0,-13.411,91.76,4,0.774,0.461,136.0,18.0,34.0,38.0,35.0,30.0,6.0,26.0,3.0,5.0,2.0,5.0
hard rock,187.11465,7,0.433,1,0.351,-7.387,163.975,4,1.0,0.288,256.0,81.0,57.0,44.0,64.0,18.0,37.0,58.0,11.0,28.0,22.0,23.0
dancehall,270.05342,9,0.667,0,0.568,-9.364,118.144,4,0.821,0.161,285.0,120.0,167.0,82.0,85.0,86.0,64.0,94.0,38.0,62.0,20.0,16.0
breakbeat,239.80363,8,0.731,0,0.63,-4.554,131.909,4,0.73,1.001,135.0,77.0,119.0,154.0,14.0,30.0,43.0,15.0,123.0,8.0,61.0,3.0
alternative rock,234.73587,10,0.226,1,0.159,-10.807,106.525,3,1.0,0.073,326.0,178.0,136.0,68.0,39.0,42.0,44.0,90.0,55.0,65.0,14.0,3.0
electronic,128.54812,11,0.071,1,0.473,-13.85,122.653,3,0.105,0.229,219.0,109.0,42.0,58.0,51.0,168.0,35.0,14.0,1.0,8.0,11.0,6.0
punk,216.81587,2,0.756,1,0.607,-6.439,193.361,4,1.0,0.142,209.0,85.0,84.0,60.0,40.0,116.0,68.0,81.0,128.0,55.0,6.0,0.0
jazz,302.62812,5,0.061,0,0.307,-16.252,68.326,1,0.729,0.322,219.0,123.0,115.0,120.0,62.0,57.0,25.0,37.0,24.0,15.0,8.0,7.0
rock,299.36281,11,0.378,0,0.481,-8.797,126.153,4,0.242,0.779,347.0,90.0,76.0,76.0,11.0,82.0,31.0,73.0,53.0,24.0,19.0,24.0
alternative rock,165.72036,2,0.423,1,0.381,-20.934,203.314,5,0.412,0.0,150.0,40.0,43.0,19.0,30.0,43.0,12.0,12.0,6.0,12.0,2.0,4.0
jazz,261.0673,8,0.798,1,0.774,-9.435,109.997,7,0.889,0.073,335.0,100.0,197.0,120.0,52.0,150.0,6.0,100.0,44.0,25.0,31.0,3.0
gospel,180.92363,7,0.816,1,0.714,-9.324,86.249,4,0.701,0.0,263.0,125.0,32.0,28.0,27.0,29.0,15.0,46.0,20.0,24.0,15.0,8.0
hip hop,239.64689,1,0.626,1,0.485,-4.615,94.281,4,0.918,0.142,478.0,150.0,28.0,49.0,109.0,67.0,30.0,15.0,14.0,15.0,25.0,4.0
ambient,295.49669,2,0.291,1,0.372,-11.596,117.007,4,0.337,0.0,477.0,181.0,41.0,12.0,22.0,86.0,28.0,14.0,50.0,39.0,14.0,17.0
gospel,316.36853,7,0.356,1,0.622,-11.536,119.194,4,0.938,0.0,361.0,77.0,75.0,47.0,44.0,58.0,17.0,44.0,11.0,18.0,8.0,16.0
electro,349.83138,6,0.034,1,0.264,-6.26,138.048,4,0.304,0.0,510.0,568.0,115.0,33.0,38.0,41.0,53.0,85.0,120.0,591.0,431.0,7.0
blues,195.70893,11,0.612,0,0.475,-21.782,75.316,1,0.107,0.323,147.0,96.0,55.0,100.0,37.0,15.0,21.0,20.0,5.0,3.0,2.0,0.0
ambient,398.602,3,1.0,1,0.849,-16.864,179.547,1,0.922,0.0,428.0,22.0,71.0,52.0,33.0,54.0,14.0,78.0,17.0,8.0,12.0,5.0
ballad,425.19465,11,0.647,0,0.605,-4.163,121.982,4,0.971,0.583,404.0,308.0,236.0,327.0,102.0,65.0,75.0,187.0,31.0,89.0,243.0,35.0
gospel,298.89261,10,0.35,1,0.412,-15.102,99.958,4,0.741,0.0,432.0,99.0,83.0,53.0,55.0,66.0,32.0,94.0,26.0,24.0,12.0,4.0
pop,248.24118,9,0.036,1,0.369,-12.211,77.09,1,0.619,0.0,300.0,142.0,93.0,66.0,46.0,54.0,51.0,51.0,55.0,26.0,30.0,16.0
electronic,391.49669,7,0.151,0,0.231,-17.91,65.097,5,0.886,0.299,210.0,155.0,55.0,48.0,26.0,25.0,28.0,29.0,28.0,21.0,27.0,16.0
blues,240.77016,6,0.703,1,0.612,-10.958,112.719,4,0.048,0.067,247.0,80.0,163.0,52.0,13.0,40.0,10.0,100.0,17.0,3.0,41.0,17.0
dancehall,224.28689,10,0.693,1,0.501,-4.779,241.877,4,0.947,2.409,221.0,163.0,130.0,49.0,36.0,93.0,27.0,47.0,64.0,97.0,52.0,26.0
alternative rock,179.64363,4,0.069,0,0.266,-4.672,83.689,1,1.0,0.088,157.0,72.0,61.0,59.0,37.0,21.0,24.0,50.0,19.0,35.0,20.0,25.0
punk,260.8322,11,0.156,1,0.298,-8.576,122.006,4,0.695,0.242,341.0,65.0,53.0,55.0,33.0,61.0,5.0,105.0,35.0,3.0,11.0,5.0
country,159.03302,9,0.703,1,0.653,-9.668,165.668,3,0.928,0.318,124.0,53.0,71.0,57.0,33.0,55.0,11.0,75.0,23.0,16.0,9.0,14.0
blues,199.05261,7,0.722,1,0.619,-5.778,148.601,4,0.207,0.272,274.0,74.0,65.0,39.0,41.0,30.0,8.0,59.0,6.0,8.0,2.0,9.0
contemporary christian,270.28853,2,0.479,1,0.559,-12.922,120.077,4,0.818,0.194,294.0,73.0,103.0,39.0,32.0,47.0,10.0,33.0,25.0,14.0,28.0,3.0
easy listening,243.43465,7,0.768,1,0.657,-8.864,216.557,7,1.0,0.345,191.0,166.0,158.0,77.0,84.0,64.0,59.0,99.0,56.0,66.0,18.0,19.0
alternative hip hop,331.31057,5,0.392,1,0.295,-5.637,120.234,4,0.906,0.0,349.0,261.0,127.0,57.0,68.0,61.0,61.0,85.0,53.0,64.0,29.0,22.0
alternative rock,255.39873,10,0.558,1,0.184,-8.022,105.919,3,0.882,0.183,360.0,123.0,96.0,62.0,33.0,25.0,8.0,9.0,5.0,6.0,10.0,6.0
hard rock,321.72363,9,0.801,1,0.804,-7.042,130.685,4,0.863,0.0,418.0,82.0,79.0,31.0,28.0,52.0,11.0,79.0,24.0,12.0,3.0,5.0
electronic,193.69751,1,0.073,0,0.322,-12.369,240.5,3,1.0,0.061,400.0,95.0,131.0,153.0,8.0,69.0,15.0,60.0,18.0,0.0,20.0,0.0
jazz,393.63873,4,0.339,0,0.38,-14.232,76.425,4,0.541,0.299,270.0,233.0,162.0,161.0,139.0,129.0,93.0,123.0,82.0,61.0,55.0,53.0
rock,251.03628,7,0.303,1,0.566,-8.539,136.846,4,0.663,0.31,307.0,95.0,73.0,60.0,72.0,62.0,28.0,79.0,15.0,26.0,10.0,25.0
electronic,449.38404,0,0.616,1,0.66,-8.213,134.033,4,0.354,2.409,863.0,217.0,103.0,50.0,57.0,167.0,131.0,125.0,24.0,112.0,462.0,25.0
pop,190.17098,0,0.758,0,0.641,-4.978,145.924,4,0.827,2.363,185.0,82.0,90.0,62.0,21.0,84.0,27.0,40.0,31.0,11.0,14.0,0.0
contemporary jazz,374.17751,2,0.225,0,0.489,-16.322,103.719,3,0.591,0.301,566.0,148.0,157.0,119.0,113.0,152.0,80.0,160.0,68.0,42.0,78.0,21.0
dancehall,216.81587,1,0.551,0,0.506,-10.336,137.425,3,1.0,0.0,209.0,128.0,123.0,117.0,34.0,126.0,35.0,60.0,54.0,19.0,66.0,33.0
ambient,305.55383,10,0.255,0,0.285,-6.628,116.795,4,0.772,0.0,364.0,186.0,121.0,95.0,82.0,126.0,61.0,60.0,33.0,19.0,18.0,28.0
pop,201.22077,1,0.031,1,0.512,-7.633,81.689,4,0.793,0.247,311.0,57.0,22.0,26.0,17.0,58.0,8.0,48.0,23.0,7.0,19.0,3.0
alternative rock,113.00526,8,0.347,1,0.494,-11.333,114.209,3,1.0,0.996,103.0,29.0,25.0,28.0,4.0,37.0,1.0,27.0,27.0,5.0,28.0,0.0
hard rock,244.50567,2,0.367,0,0.213,-13.311,87.136,4,1.0,0.205,162.0,85.0,65.0,25.0,45.0,40.0,19.0,44.0,18.0,19.0,20.0,7.0
blues rock,238.96771,11,0.673,0,0.566,-5.175,104.195,4,1.0,0.16,213.0,225.0,146.0,80.0,70.0,45.0,70.0,97.0,73.0,94.0,48.0,15.0
electronic,229.51138,0,0.757,1,0.703,-10.685,156.414,4,0.91,0.0,449.0,127.0,65.0,33.0,60.0,61.0,17.0,20.0,9.0,6.0,9.0,27.0
folk,104.64608,1,0.491,1,0.31,-18.922,118.087,3,1.0,0.228,245.0,59.0,10.0,11.0,11.0,4.0,1.0,40.0,27.0,1.0,15.0,1.0
country,245.81179,8,0.626,1,0.794,-7.92,151.528,4,0.899,0.0,375.0,59.0,75.0,25.0,30.0,51.0,6.0,79.0,21.0,14.0,11.0,1.0
ambient,214.54322,2,0.245,1,0.414,-7.652,150.082,4,0.916,12.179,273.0,93.0,42.0,19.0,41.0,128.0,53.0,22.0,21.0,22.0,30.0,11.0
alternative metal,234.05669,7,0.777,1,0.527,-3.398,100.482,4,0.449,3.39,119.0,109.0,34.0,31.0,33.0,39.0,58.0,58.0,31.0,29.0,36.0,36.0
hip hop,247.82322,1,0.608,0,0.585,-11.51,74.413,4,1.0,0.0,285.0,180.0,149.0,93.0,39.0,63.0,73.0,115.0,73.0,14.0,11.0,5.0
hip hop,243.53914,9,0.165,1,0.406,-9.725,93.174,4,0.816,0.259,222.0,190.0,92.0,81.0,53.0,51.0,91.0,88.0,52.0,67.0,48.0,35.0
blues,225.14893,1,0.164,1,0.08,-5.189,200.435,4,1.0,0.0,213.0,176.0,148.0,134.0,94.0,92.0,81.0,60.0,44.0,27.0,37.0,17.0
classic rock,269.29587,10,0.541,1,0.63,-5.074,130.461,4,0.511,0.665,245.0,187.0,97.0,52.0,84.0,60.0,124.0,49.0,27.0,40.0,31.0,1.0
alternative metal,288.49587,10,0.439,1,0.383,-5.912,160.022,3,0.719,0.107,219.0,159.0,101.0,47.0,49.0,48.0,30.0,45.0,11.0,29.0,17.0,21.0
punk,256.15628,4,0.911,1,0.633,-8.549,124.616,4,0.572,4.371,398.0,87.0,45.0,38.0,63.0,102.0,31.0,108.0,14.0,4.0,17.0,6.0
alternative metal,267.80689,5,0.024,1,0.188,-4.96,96.98,4,1.0,0.212,358.0,154.0,69.0,12.0,45.0,60.0,36.0,97.0,50.0,30.0,9.0,17.0
hard rock,260.51873,0,0.609,1,0.533,-8.013,142.26,4,0.559,5.468,213.0,116.0,74.0,30.0,34.0,76.0,51.0,73.0,52.0,20.0,17.0,1.0
electronic,255.32036,11,0.741,1,0.628,-4.521,104.04,4,1.0,2.316,328.0,96.0,105.0,51.0,23.0,130.0,26.0,16.0,10.0,8.0,60.0,53.0
country,120.99873,8,0.636,1,0.534,-12.308,110.43,4,1.0,0.264,123.0,117.0,37.0,30.0,43.0,45.0,20.0,72.0,14.0,8.0,3.0,1.0
electronic,424.9073,6,0.007,0,0.046,-8.171,138.997,3,0.023,0.398,629.0,119.0,222.0,25.0,9.0,157.0,33.0,37.0,50.0,30.0,592.0,29.0
ballad,135.52281,0,0.568,1,0.581,-13.781,169.878,4,0.179,0.466,207.0,18.0,71.0,23.0,57.0,39.0,21.0,74.0,6.0,32.0,8.0,8.0
hip hop,239.3073,2,0.569,1,0.601,-5.758,86.938,4,0.222,0.182,227.0,254.0,64.0,62.0,38.0,24.0,42.0,44.0,29.0,37.0,23.0,20.0
electronic,278.54322,6,0.844,1,0.467,-7.202,126.039,4,0.718,0.0,244.0,295.0,154.0,139.0,65.0,176.0,118.0,66.0,105.0,125.0,112.0,41.0
electro,332.14649,5,0.502,0,0.483,-10.486,89.346,4,0.637,0.258,589.0,215.0,223.0,243.0,36.0,182.0,17.0,75.0,140.0,41.0,46.0,1.0
blues,226.06322,11,0.462,1,0.355,-14.977,135.951,1,0.014,0.369,222.0,60.0,68.0,176.0,30.0,75.0,23.0,35.0,9.0,8.0,104.0,13.0
hip hop,368.03873,1,0.847,0,0.728,-6.828,120.389,4,0.62,0.0,455.0,314.0,166.0,135.0,123.0,147.0,132.0,94.0,63.0,29.0,46.0,20.0
pop,173.58322,10,0.537,0,0.434,-16.685,86.442,4,0.921,0.392,246.0,48.0,38.0,38.0,21.0,37.0,17.0,46.0,31.0,15.0,14.0,0.0
latin,460.48608,5,0.841,1,0.792,-6.846,90.861,4,0.473,0.427,929.0,333.0,123.0,93.0,208.0,152.0,87.0,82.0,34.0,62.0,112.0,108.0
contemporary jazz,527.82975,8,0.211,1,0.249,-27.513,86.175,4,0.806,0.572,623.0,165.0,100.0,84.0,61.0,51.0,38.0,65.0,60.0,31.0,30.0,35.0
hip hop,273.18812,8,0.377,0,0.385,-9.722,95.986,4,0.715,2.247,470.0,195.0,42.0,172.0,90.0,153.0,59.0,51.0,63.0,59.0,38.0,7.0
ambient,184.34567,7,0.153,1,0.559,-9.584,135.124,3,1.0,0.334,369.0,70.0,38.0,9.0,6.0,54.0,10.0,15.0,1.0,1.0,0.0,2.0
classical,113.73669,2,0.216,0,0.348,-13.074,141.652,7,0.789,0.513,104.0,0.0,17.0,11.0,17.0,16.0,2.0,9.0,1.0,4.0,0.0,2.0
country,167.00036,9,0.593,1,0.5,-14.406,187.128,4,1.0,0.154,184.0,65.0,61.0,70.0,70.0,75.0,17.0,49.0,40.0,10.0,7.0,18.0
ambient,70.26893,9,0.601,1,0.606,-13.798,109.319,7,0.368,5.915,93.0,43.0,4.0,3.0,8.0,8.0,5.0,15.0,7.0,0.0,0.0,0.0
electro,498.83383,8,0.187,1,0.246,-10.711,125.057,4,0.432,0.514,497.0,120.0,15.0,73.0,187.0,348.0,150.0,66.0,38.0,40.0,547.0,228.0
downtempo,354.06322,7,0.091,1,0.354,-11.96,105.982,4,0.028,0.067,685.0,93.0,36.0,24.0,40.0,166.0,38.0,104.0,8.0,7.0,0.0,0.0
hip hop,170.52689,6,0.436,1,0.416,-10.231,87.634,4,0.775,1.425,103.0,125.0,105.0,91.0,64.0,101.0,65.0,35.0,30.0,29.0,31.0,11.0
latin,249.05098,0,0.534,1,0.454,-9.29,140.462,4,0.369,0.177,391.0,172.0,102.0,70.0,75.0,123.0,79.0,89.0,43.0,30.0,22.0,24.0
pop rock,374.96118,0,0.813,0,0.569,-11.38,99.961,4,0.996,4.272,316.0,129.0,185.0,139.0,111.0,178.0,86.0,41.0,30.0,43.0,21.0,6.0
gospel,176.40444,9,0.002,1,0.149,-10.844,86.366,4,0.353,0.198,220.0,38.0,41.0,35.0,25.0,29.0,5.0,69.0,9.0,11.0,8.0,12.0
gangsta rap,231.91465,1,0.668,1,0.515,-6.479,76.014,1,0.746,3.286,462.0,239.0,83.0,57.0,117.0,74.0,36.0,100.0,36.0,11.0,4.0,0.0
jazz,272.84853,5,0.433,1,0.434,-11.723,113.866,4,0.441,0.107,233.0,152.0,96.0,34.0,73.0,99.0,44.0,84.0,40.0,52.0,25.0,4.0
alternative rock,305.05751,11,0.266,0,0.308,-3.382,120.042,4,1.0,0.0,749.0,395.0,31.0,3.0,35.0,15.0,7.0,41.0,103.0,38.0,52.0,0.0
breakbeat,249.46893,2,0.498,0,0.38,-5.547,100.341,4,0.933,2.815,127.0,128.0,71.0,28.0,19.0,29.0,32.0,33.0,24.0,47.0,28.0,13.0
blues,209.73669,5,0.332,0,0.47,-20.349,116.096,4,0.639,0.432,218.0,113.0,86.0,91.0,59.0,46.0,35.0,53.0,39.0,41.0,42.0,4.0
ambient,212.32281,1,0.697,1,0.49,-16.51,96.049,4,0.965,0.183,126.0,73.0,0.0,27.0,20.0,34.0,101.0,69.0,36.0,0.0,52.0,2.0
blues,306.72934,9,0.84,0,0.932,-18.389,86.429,3,1.0,0.0,339.0,47.0,45.0,24.0,30.0,59.0,12.0,35.0,8.0,10.0,2.0,0.0
electronic,506.27873,6,0.138,0,0.222,-11.59,136.003,4,0.152,0.206,596.0,530.0,316.0,132.0,21.0,99.0,33.0,182.0,143.0,399.0,231.0,209.0
folk,376.16281,7,0.857,1,0.681,-12.746,151.983,4,0.203,0.462,489.0,167.0,142.0,65.0,143.0,176.0,80.0,82.0,27.0,94.0,75.0,72.0
soul,249.23383,1,0.394,1,0.446,-5.442,90.963,4,0.99,0.34,193.0,138.0,95.0,137.0,35.0,192.0,41.0,49.0,56.0,17.0,47.0,22.0
jazz,196.25751,0,0.601,1,0.488,-15.062,106.153,3,1.0,0.2,192.0,67.0,103.0,38.0,50.0,63.0,32.0,66.0,28.0,26.0,19.0,1.0
hip hop,346.27873,8,0.136,1,0.442,-6.73,190.01,4,0.518,0.317,285.0,249.0,249.0,142.0,81.0,112.0,91.0,106.0,91.0,82.0,40.0,0.0
blues,147.64363,2,0.397,0,0.161,-8.441,101.241,4,0.819,0.328,135.0,79.0,80.0,89.0,59.0,16.0,32.0,52.0,10.0,15.0,6.0,1.0
east coast hip hop,224.62649,6,0.113,0,0.233,-5.627,103.433,4,1.0,3.355,252.0,185.0,84.0,49.0,63.0,56.0,46.0,63.0,25.0,18.0,25.0,4.0
downtempo,371.87873,10,0.088,1,0.421,-13.08,87.003,4,0.551,0.0,339.0,106.0,138.0,129.0,72.0,145.0,38.0,53.0,32.0,73.0,72.0,47.0
downtempo,279.43138,7,0.575,1,0.648,-11.554,129.903,4,0.956,9.056,141.0,93.0,67.0,95.0,139.0,88.0,49.0,50.0,25.0,18.0,19.0,7.0
heavy metal,368.1171,9,0.85,1,0.562,-12.157,58.387,4,0.572,0.496,329.0,88.0,129.0,86.0,71.0,77.0,28.0,181.0,13.0,48.0,19.0,9.0
blues,178.78159,3,0.147,0,0.237,-9.625,106.964,3,0.987,0.148,146.0,44.0,74.0,71.0,23.0,44.0,28.0,26.0,26.0,2.0,5.0,1.0
hip hop,280.45016,7,0.472,1,0.546,-6.876,97.02,4,0.575,6.844,450.0,175.0,85.0,120.0,79.0,48.0,70.0,59.0,40.0,147.0,52.0,21.0
alternative hip hop,80.53506,5,0.432,1,0.507,-6.855,104.783,4,1.0,0.0,119.0,28.0,40.0,14.0,29.0,50.0,39.0,7.0,3.0,7.0,1.0,4.0
hard rock,212.84526,4,0.309,1,0.188,-4.014,127.962,3,0.161,0.0,196.0,83.0,33.0,26.0,34.0,43.0,21.0,47.0,38.0,37.0,9.0,20.0
